Gene,GSM158635,GSM158636,GSM158637,GSM158638,GSM158639,GSM158640,GSM158641,GSM158642,GSM158643
A1CF,574.0,790.0,1593.0,1063.0,493.0,566.6666667000002,776.3333332999998,520.6666667,567.0
A2M,1193.0,148.0,4485.0,609.0,3564.0,2377.0,73.66666670000002,70.0,306.0
A4GALT,96.0,97.0,34.0,102.0,64.66666670000001,82.66666670000002,96.3333333,103.3333333,104.3333333
A4GNT,228.0,296.0,150.0,336.0,210.0,204.3333333,276.0,293.3333333,234.6666667
AAAS,150.0,266.0,334.0,229.0,344.3333333,291.0,414.0,242.3333333,260.6666667
AACS,810.0,911.0,2270.0,611.0,1118.666667,1684.0,582.3333332999998,444.0,818.6666667000002
AADAC,591.0,101.0,176.0,90.0,1692.6666670000004,68.66666670000001,106.0,920.6666667000003,-21.3333333
AAGAB,450.0,206.0,468.0,429.0,363.3333333,605.3333332999998,240.6666667,252.0,315.3333333
AAK1,3347.0,3539.0,1791.0,993.0,2708.333333,1759.6666670000004,4430.333333,1818.0,1177.666667
AAMDC,870.0,725.0,684.0,622.0,3130.0,7568.333333,421.6666667,421.6666667,490.33333330000005
AAMP,931.0,880.0,403.0,339.0,506.33333330000005,619.6666667000002,859.6666667000003,636.6666667000002,358.6666667
AANAT,-9.0,-25.0,-39.0,20.0,-20.6666667,-23.6666667,4.0,-42.3333333,3.0
AAR2,2404.0,2673.0,2515.0,2006.0,1525.333333,2003.333333,1989.0,1297.0,1434.666667
AARSD1,422.0,647.0,555.0,748.0,345.6666667,275.3333333,464.33333330000005,337.3333333,404.3333333
AASDHPPT,2105.0,1671.0,1380.0,2977.0,3820.666667,2867.0,2395.333333,4714.0,4482.0
AASS,66.0,1.0,62.0,-10.0,70.0,-17.0,-14.6666667,-21.0,-34.6666667
AATF,663.0,545.0,909.0,929.0,1156.0,862.0,771.0,887.3333332999997,3890.333333
AATK,1109.0,1784.0,1094.0,1006.0,362.0,687.0,921.0,564.6666667000002,699.0
ABAT,5033.0,6428.0,532.0,189.0,1125.333333,3502.666667,2839.0,1276.0,1343.666667
ABCA1,1646.0,290.0,2518.0,1946.0,2867.0,2642.666667,1244.333333,3134.0,938.6666667000003
ABCA11P,239.0,209.0,158.0,39.0,75.33333329999998,172.33333330000005,108.6666667,96.0,218.6666667
ABCA12,263.0,331.0,292.0,193.0,33.3333333,56.3333333,237.0,245.6666667,90.0
ABCA2,219.0,281.0,356.0,358.0,240.3333333,256.3333333,429.33333330000005,219.0,500.33333330000005
ABCA3,691.0,516.0,1907.0,741.0,151.0,598.3333332999998,125.6666667,68.0,221.6666667
ABCA4,110.0,165.0,158.0,47.0,2.6666667,27.0,148.33333330000005,107.0,78.66666670000002
ABCA5,185.0,167.0,345.0,290.0,541.6666667000002,507.0,119.6666667,119.0,296.0
ABCA6,82.0,28.0,104.0,36.0,149.66666669999995,-0.3333333,36.0,-18.0,36.6666667
ABCA7,242.0,249.0,72.0,63.0,191.6666667,124.3333333,54.0,135.66666669999998,81.66666670000002
ABCA8,370.0,108.0,67.0,11.0,2030.0,90.0,80.66666670000002,44.3333333,68.66666670000001
ABCB1,194.0,96.0,46.0,216.0,393.0,114.6666667,219.6666667,233.6666667,182.0
ABCB11,159.0,127.0,112.0,104.0,80.66666670000002,93.6666667,181.0,139.66666669999998,174.33333330000005
ABCB4,48.0,14.0,61.0,41.0,160.33333330000005,137.66666669999998,68.66666670000001,-2.0,59.6666667
ABCB6,311.0,161.0,194.0,222.0,279.0,185.6666667,247.6666667,249.0,1064.666667
ABCB7,404.0,235.0,293.0,526.0,1230.333333,947.0,637.0,1074.666667,816.3333332999998
ABCB8,220.0,167.0,91.0,116.0,132.3333333,106.6666667,129.6666667,87.0,179.0
ABCB9,313.0,410.0,136.0,428.0,96.0,271.6666667,178.0,149.33333330000005,331.6666667
ABCC1,1875.0,1723.0,2514.0,1736.0,1740.6666670000004,1644.0,1908.333333,1975.666667,684.3333332999998
ABCC10,2971.0,3988.0,4829.0,3493.0,1910.666667,1729.0,1459.0,818.6666667000002,1424.666667
ABCC2,66.0,136.0,169.0,261.0,90.0,-10.3333333,180.6666667,141.33333330000005,110.0
ABCC3,190.0,-52.0,-64.0,1.0,-6.3333333,159.33333330000005,7999.0,3541.333333,135.33333330000002
ABCC4,147.0,73.0,69.0,184.0,545.6666667000002,94.3333333,956.6666667000003,1072.666667,455.0
ABCC5,2155.0,2901.0,975.0,1343.0,2569.0,2013.666667,1763.6666670000004,1050.333333,2237.666667
ABCC6,213.0,425.0,603.0,713.0,312.0,256.0,922.6666667000003,631.0,717.6666667000002
ABCC8,-25.0,80.0,67.0,88.0,39.0,173.66666669999995,2.6666667,65.0,136.33333330000002
ABCC9,258.0,503.0,539.0,331.0,241.3333333,208.3333333,334.3333333,417.3333333,417.0
ABCD1,498.0,169.0,697.0,377.0,311.0,364.3333333,274.3333333,305.0,345.3333333
ABCD1P2,48.0,16.0,-6.0,75.0,36.0,12.3333333,24.0,42.6666667,7.6666667
ABCD2,82.0,104.0,182.0,63.0,70.0,62.0,110.3333333,71.0,82.0
ABCD3,9872.0,10592.0,4100.0,5232.0,3807.333333,18339.0,4610.0,5143.0,8038.333333
ABCD4,234.0,379.0,298.0,274.0,450.6666667,245.6666667,290.0,251.6666667,294.3333333
ABCE1,2539.0,3224.0,3184.0,6317.0,1847.333333,2416.666667,2946.0,3037.666667,3915.333333
ABCF1,3915.0,4187.0,5789.0,4603.0,3217.0,3960.333333,4223.0,3054.333333,2943.0
ABCF2,1181.0,1678.0,2288.0,1979.0,767.3333332999998,973.6666667000003,2472.666667,1206.0,952.0
ABCF3,487.0,505.0,594.0,484.0,545.6666667000002,614.3333332999998,443.6666667,369.0,338.3333333
ABCG1,1257.0,1610.0,942.0,1108.0,586.0,969.6666667000003,369.3333333,274.3333333,407.0
ABCG2,363.0,435.0,586.0,344.0,302.6666667,150.66666669999995,3786.0,917.3333332999997,376.0
ABCG4,203.0,185.0,157.0,85.0,198.0,172.66666669999995,194.6666667,137.66666669999998,167.0
ABCG5,164.0,206.0,115.0,369.0,2.3333333,22.0,86.33333329999998,107.3333333,156.66666669999995
ABHD10,1727.0,2209.0,3239.0,2543.0,1756.0,1569.666667,2632.0,2362.333333,3137.333333
ABHD11,1365.0,2097.0,8676.0,4487.0,302.0,1243.666667,1852.666667,722.3333332999998,788.6666667000002
ABHD14A,807.0,1165.0,782.0,548.0,811.3333332999998,1125.666667,778.3333332999998,316.3333333,658.0
ABHD14A-ACY1,727.0,721.0,2123.0,2049.0,1170.0,1579.0,483.6666667,374.6666667,952.3333332999997
ABHD17A,1043.0,858.0,1420.0,594.0,1827.0,1194.333333,569.3333332999998,321.3333333,553.3333332999998
ABHD17B,246.0,408.0,403.0,288.0,195.3333333,223.0,306.6666667,337.3333333,308.3333333
ABHD2,553.0,839.0,968.0,673.0,612.3333332999998,504.6666667,1230.666667,645.0,625.6666667000002
ABHD3,1633.0,1420.0,881.0,1572.0,718.3333332999998,1499.333333,769.0,2190.0,576.3333332999998
ABHD4,3137.0,4798.0,4022.0,2126.0,4931.333333,3381.666667,5262.0,1953.333333,1395.666667
ABHD5,781.0,818.0,1380.0,944.0,520.3333333,1066.0,681.3333332999998,713.6666667000002,666.6666667000002
ABHD6,481.0,530.0,469.0,550.0,788.0,424.6666667,205.0,200.0,174.0
ABHD8,65.0,-79.0,-22.0,-155.0,-96.3333333,-82.33333329999998,-25.0,-4.3333333,-68.33333329999999
ABI1,1476.0,1266.0,1534.0,2404.0,1733.0,2277.333333,1587.333333,2464.333333,2493.0
ABI2,1633.0,2055.0,1253.0,1235.0,1125.333333,850.0,2203.666667,1521.666667,1619.666667
ABI3BP,-13.0,30.0,170.0,54.0,51.0,16.0,116.3333333,135.66666669999998,64.0
ABL1,1649.0,1213.0,2805.0,1896.0,2454.333333,1033.333333,1145.666667,825.0,1098.666667
ABL2,269.0,259.0,339.0,259.0,246.0,184.3333333,368.6666667,312.3333333,256.3333333
ABLIM1,336.0,557.0,7940.0,4858.0,5723.666667,1249.333333,2302.333333,3756.333333,4016.0
ABLIM3,618.0,1343.0,186.0,41.0,443.6666667,666.6666667000002,703.6666667000002,706.0,186.3333333
ABO,31.0,61.0,71.0,-7.0,6.0,15.0,38.0,83.66666670000002,83.33333329999998
ABR,1459.0,1213.0,2706.0,916.0,3168.0,1189.333333,2309.666667,1430.333333,476.33333330000005
ABT1,629.0,500.0,613.0,898.0,333.0,671.6666667000002,1096.666667,1243.0,671.3333332999998
ABTB2,376.0,464.0,251.0,280.0,330.3333333,390.6666667,914.3333332999997,929.0,343.0
ACAA1,2285.0,3174.0,2174.0,2069.0,2386.0,1512.0,1471.0,689.3333332999998,1032.333333
ACAA2,1326.0,696.0,1202.0,884.0,6218.0,829.0,772.3333332999998,2318.666667,1423.666667
ACACA,1555.0,1235.0,2499.0,1317.0,1239.0,2320.666667,1176.333333,980.3333332999997,5784.333333
ACACB,371.0,614.0,329.0,280.0,316.0,179.33333330000005,191.0,164.0,388.6666667
ACAD10,155.0,254.0,62.0,203.0,204.0,219.0,110.6666667,197.0,133.0
ACAD8,308.0,184.0,375.0,320.0,407.3333333,345.6666667,337.6666667,557.6666667000002,294.0
ACADL,72.0,94.0,169.0,129.0,34.0,39.0,64.0,43.0,66.33333329999999
ACADM,4586.0,4886.0,5218.0,6277.0,3638.666667,4205.666667,4299.666667,3564.333333,5075.0
ACADS,226.0,127.0,366.0,257.0,248.3333333,269.6666667,274.3333333,195.6666667,214.6666667
ACADSB,482.0,682.0,191.0,288.0,58.3333333,374.3333333,56.3333333,108.3333333,1600.333333
ACADVL,3945.0,2684.0,4352.0,918.0,5520.333333,3630.333333,1884.666667,1722.0,856.3333332999997
ACAN,292.0,332.0,181.0,528.0,316.3333333,325.0,394.0,298.6666667,314.3333333
ACAP1,40.0,96.0,68.0,184.0,148.0,133.6666667,52.3333333,89.0,88.66666670000002
ACAP2,1137.0,1310.0,704.0,939.0,1751.0,2345.333333,737.6666667000002,1797.0,1580.666667
ACAT1,1212.0,1041.0,4261.0,5562.0,5409.0,2791.0,4087.0,3543.333333,2752.0
ACAT2,966.0,904.0,326.0,779.0,521.0,597.0,1080.0,1119.0,1327.666667
ACBD3,10838.0,13257.0,11551.0,9547.0,3249.333333,5827.0,9633.333333,9026.333333,13722.0
ACBD4,295.0,413.0,218.0,198.0,164.66666669999995,276.6666667,277.3333333,233.0,138.33333330000002
ACD,198.0,0.0,29.0,62.0,286.0,646.6666667000002,308.3333333,-68.0,86.66666670000002
ACE,129.0,-33.0,29.0,66.0,30.3333333,-10.0,6.6666667,-5.6666667,14.6666667
ACE2,94.0,203.0,618.0,290.0,111.0,100.0,215.6666667,320.0,143.66666669999995
ACHE,97.0,140.0,61.0,88.0,91.3333333,112.3333333,118.3333333,56.6666667,67.66666670000001
ACIN1,126.0,187.0,174.0,88.0,177.33333330000005,280.6666667,111.3333333,74.0,176.0
ACKR1,77.0,76.0,130.0,57.0,5.6666667,40.6666667,39.0,22.6666667,-60.3333333
ACKR2,254.0,277.0,138.0,233.0,241.3333333,164.66666669999995,353.3333333,266.3333333,336.0
ACKR3,410.0,284.0,123.0,125.0,911.6666667000003,473.0,110.6666667,1897.666667,670.3333332999998
ACKR4,-60.0,9.0,67.0,15.0,2.3333333,-18.0,64.66666670000001,73.66666670000002,3.6666667
ACLY,10522.0,12235.0,14381.0,13053.0,6015.0,13933.66667,13882.0,12437.33333,24290.0
ACO1,1012.0,553.0,987.0,853.0,2780.333333,985.3333332999997,2998.333333,2149.666667,604.6666667000002
ACO2,353.0,18.0,368.0,187.0,1081.333333,870.3333332999997,248.6666667,394.0,317.0
ACOT1,385.0,389.0,548.0,485.0,409.3333333,624.6666667000002,522.6666667,576.3333332999998,278.0
ACOT11,164.0,78.0,104.0,114.0,107.6666667,223.6666667,284.0,303.6666667,118.3333333
ACOT13,1215.0,1041.0,1724.0,810.0,834.6666667000002,809.0,1609.333333,1088.333333,1088.333333
ACOT7,827.0,612.0,699.0,547.0,503.0,1340.0,299.0,351.3333333,459.0
ACOT8,741.0,813.0,1297.0,449.0,664.3333332999998,588.0,544.0,303.6666667,451.0
ACOT9,595.0,105.0,876.0,577.0,1731.6666670000004,855.6666667000003,1026.0,1669.333333,691.3333332999998
ACOX1,519.0,435.0,726.0,892.0,538.6666667000002,1067.666667,475.33333330000005,664.3333332999998,512.6666667
ACOX2,2250.0,1889.0,699.0,1306.0,398.6666667,235.3333333,567.6666667000002,269.6666667,8709.0
ACOX3,1352.0,1127.0,370.0,397.0,584.0,848.6666667000003,850.6666667000003,649.0,644.0
ACOXL,-34.0,-107.0,-62.0,-72.0,-96.6666667,-69.33333329999999,-91.0,-146.33333330000005,-67.66666670000001
ACP1,2856.0,3664.0,6115.0,8662.0,2099.333333,3144.333333,7297.0,7652.0,4298.666667
ACP2,687.0,631.0,783.0,556.0,827.3333332999998,570.0,629.6666667000002,531.3333333,445.0
ACP5,419.0,599.0,281.0,280.0,221.6666667,243.0,291.3333333,241.0,241.3333333
ACP6,2073.0,2543.0,2144.0,1577.0,1283.0,1490.666667,2766.333333,1770.0,1346.333333
ACR,162.0,157.0,476.0,339.0,76.66666670000002,137.0,223.6666667,176.66666669999995,161.33333330000005
ACRV1,419.0,788.0,914.0,609.0,421.33333330000005,312.0,757.3333332999998,522.3333333,501.33333330000005
ACSBG1,96.0,172.0,324.0,187.0,69.33333329999999,27.0,153.33333330000005,101.6666667,58.3333333
ACSBG2,125.0,257.0,342.0,184.0,201.3333333,265.6666667,235.3333333,136.0,145.66666669999995
ACSF2,237.0,244.0,1065.0,418.0,400.3333333,906.0,1267.666667,793.3333332999998,135.66666669999998
ACSL1,1095.0,290.0,1430.0,1799.0,2152.0,2355.0,2941.0,3584.333333,5436.0
ACSL3,5148.0,7644.0,4678.0,4543.0,2123.666667,4523.0,5668.333333,3974.666667,5112.0
ACSL4,209.0,20.0,49.0,44.0,783.0,76.66666670000002,29.0,103.0,154.0
ACSL5,357.0,184.0,565.0,347.0,980.6666667000003,174.66666669999995,381.0,401.0,237.0
ACSL6,382.0,320.0,218.0,155.0,300.6666667,285.6666667,335.0,210.0,223.0
ACSM1,-25.0,0.0,-12.0,-23.0,-9.6666667,-84.66666670000002,-82.66666670000002,-55.6666667,-86.0
ACSM2A,125.0,68.0,231.0,369.0,153.0,127.6666667,164.0,-17.6666667,175.33333330000005
ACSM3,338.0,654.0,747.0,676.0,197.3333333,208.0,395.6666667,371.3333333,389.6666667
ACSM5,336.0,275.0,253.0,284.0,248.3333333,242.0,333.6666667,276.6666667,155.66666669999995
ACSS3,518.0,572.0,616.0,708.0,605.6666667000002,299.6666667,361.0,315.6666667,571.6666667000002
ACTA1,86.0,21.0,204.0,76.0,-22.6666667,-4.6666667,39.3333333,7.0,7.3333333
ACTA2,2360.0,254.0,228.0,175.0,7509.333333,257.6666667,620.3333332999998,277.3333333,175.66666669999995
ACTB,66044.0,66266.0,47487.0,54983.0,63634.0,74800.0,58643.33333,68894.66667,64822.33333
ACTBP9,280.0,130.0,190.0,88.0,197.3333333,272.0,283.3333333,234.6666667,167.0
ACTC1,74.0,187.0,300.0,234.0,382.3333333,124.0,156.66666669999995,141.66666669999995,203.0
ACTG1P4,133.0,118.0,64.0,258.0,192.6666667,191.3333333,34.3333333,47.0,81.33333329999998
ACTG2,339.0,282.0,176.0,175.0,61.3333333,85.33333329999998,154.66666669999995,95.0,116.6666667
ACTL6A,3265.0,2769.0,1339.0,2432.0,883.3333332999997,2581.333333,1605.666667,1546.666667,1863.333333
ACTL6B,-4.0,18.0,88.0,29.0,-16.0,-51.3333333,-46.3333333,-20.6666667,29.6666667
ACTL7A,95.0,36.0,96.0,-24.0,79.66666670000002,67.33333329999999,103.3333333,56.6666667,-140.66666669999998
ACTL7B,-45.0,3.0,-23.0,0.0,26.6666667,4.6666667,-54.6666667,11.6666667,3.3333333
ACTL8,164.0,-16.0,126.0,379.0,75.33333329999998,154.66666669999995,118.3333333,79.0,328.3333333
ACTN1,14425.0,15751.0,12240.0,9776.0,5466.333333,4994.666667,10501.33333,11351.0,2960.333333
ACTN2,451.0,495.0,652.0,646.0,309.3333333,298.3333333,512.0,341.3333333,447.0
ACTN3,266.0,383.0,345.0,352.0,228.0,161.0,267.6666667,172.0,263.0
ACTN4,2011.0,994.0,1420.0,1244.0,2416.333333,1993.666667,1265.333333,1733.0,864.0
ACTR10,3383.0,3756.0,3809.0,3465.0,4981.666667,6105.666667,3206.666667,4129.0,3329.666667
ACTR1A,979.0,1387.0,1782.0,1009.0,1494.666667,1714.0,955.0,937.0,862.3333332999997
ACTR1B,1023.0,1323.0,2217.0,979.0,1937.666667,1322.0,1463.666667,880.6666667000003,869.3333332999997
ACTR2,808.0,534.0,3780.0,5692.0,3250.0,4028.333333,7871.0,8447.333333,2848.666667
ACTR3,27554.0,29100.0,31731.0,31383.0,21154.0,17292.33333,24886.33333,26857.66667,16507.0
ACTR3B,448.0,654.0,290.0,440.0,231.3333333,311.0,418.6666667,613.3333332999998,1001.666667
ACTR3P2,5.0,76.0,4.0,68.0,-4.0,35.6666667,42.6666667,38.6666667,21.6666667
ACTR5,1703.0,1789.0,937.0,1482.0,678.3333332999998,712.0,1579.666667,1004.0,1073.333333
ACTR6,1559.0,1796.0,760.0,1486.0,621.3333332999998,2727.666667,902.0,1050.666667,1942.666667
ACTR8,581.0,753.0,645.0,611.0,294.6666667,357.0,505.6666667,333.0,511.6666667
ACVR1,1753.0,1390.0,1390.0,1104.0,2033.0,1676.333333,1485.0,2068.0,1189.666667
ACVR1B,3302.0,3878.0,6230.0,5343.0,3869.666667,6630.333333,4445.333333,3539.333333,3040.666667
ACVR2A,976.0,986.0,1225.0,1115.0,1307.666667,748.3333332999998,764.6666667000002,1051.0,511.33333330000005
ACVR2B,628.0,328.0,411.0,599.0,341.0,436.33333330000005,555.3333332999998,269.0,370.6666667
ACVR2B-AS1,26.0,206.0,313.0,167.0,225.6666667,220.0,314.0,186.3333333,238.6666667
ACVRL1,122.0,-32.0,49.0,-160.0,93.3333333,49.0,133.6666667,106.6666667,105.0
ACYP1,288.0,199.0,128.0,347.0,243.0,629.0,311.6666667,440.33333330000005,281.3333333
ACYP2,320.0,300.0,337.0,155.0,532.3333333,503.33333330000005,107.0,221.3333333,289.0
ADA,493.0,277.0,871.0,819.0,592.6666667000002,247.0,540.6666667000002,648.3333332999998,867.6666667000003
ADAM10,4946.0,3294.0,3416.0,5024.0,5887.666667,3738.666667,3850.333333,6776.333333,5365.333333
ADAM11,447.0,272.0,527.0,712.0,315.3333333,394.6666667,553.0,380.0,381.3333333
ADAM12,394.0,192.0,336.0,418.0,283.0,112.3333333,330.0,279.6666667,292.3333333
ADAM15,129.0,326.0,186.0,109.0,111.0,126.0,111.6666667,115.0,218.3333333
ADAM17,4619.0,4119.0,1164.0,1291.0,1220.666667,906.6666667000003,2015.333333,2817.333333,2130.0
ADAM18,101.0,62.0,86.0,94.0,78.66666670000002,67.33333329999999,73.0,90.0,117.0
ADAM19,593.0,481.0,422.0,668.0,1033.333333,366.0,378.3333333,351.6666667,289.6666667
ADAM2,-8.0,15.0,-30.0,3.0,-27.3333333,-28.0,16.3333333,-31.3333333,-30.3333333
ADAM20,277.0,344.0,324.0,420.0,273.6666667,238.0,272.0,273.3333333,277.3333333
ADAM21,427.0,557.0,509.0,526.0,418.0,378.3333333,392.0,504.6666667,544.3333332999998
ADAM22,102.0,365.0,360.0,288.0,304.6666667,236.6666667,351.0,204.6666667,321.0
ADAM23,120.0,345.0,213.0,175.0,134.33333330000002,126.0,194.6666667,245.6666667,304.3333333
ADAM28,99.0,124.0,165.0,136.0,803.6666667000002,429.0,93.3333333,39.3333333,68.33333329999999
ADAM29,-91.0,-47.0,-125.0,-108.0,-148.33333330000005,-106.0,-170.0,-308.3333333,-227.3333333
ADAM30,22.0,-53.0,25.0,29.0,62.6666667,46.0,0.3333333,42.3333333,103.6666667
ADAM3A,20.0,100.0,29.0,-13.0,-25.3333333,7.6666667,-11.6666667,19.3333333,-15.3333333
ADAM3B,-56.0,-91.0,-10.0,-65.0,-42.6666667,-50.3333333,-42.6666667,-43.0,-27.6666667
ADAM5,228.0,199.0,356.0,260.0,152.33333330000005,128.6666667,241.0,206.3333333,319.6666667
ADAM7,77.0,51.0,86.0,104.0,7.0,17.0,64.0,56.3333333,42.6666667
ADAM8,271.0,255.0,161.0,218.0,308.0,89.33333329999998,159.0,303.0,20.6666667
ADAM9,2918.0,2462.0,4492.0,3798.0,5791.333333,6306.666667,2858.666667,4726.666667,3993.0
ADAMDEC1,416.0,345.0,329.0,271.0,372.3333333,178.66666669999995,319.6666667,222.0,246.0
ADAMTS1,907.0,-49.0,29.0,-49.0,5830.333333,126.6666667,57.6666667,2.3333333,40.6666667
ADAMTS12,327.0,477.0,471.0,322.0,311.3333333,273.3333333,428.0,258.6666667,319.0
ADAMTS13,121.0,230.0,176.0,145.0,144.0,151.0,243.0,174.0,164.0
ADAMTS2,166.0,92.0,104.0,356.0,249.3333333,147.66666669999995,178.0,213.3333333,183.6666667
ADAMTS20,182.0,222.0,177.0,82.0,69.0,54.3333333,152.0,118.6666667,132.0
ADAMTS3,295.0,148.0,167.0,130.0,1469.333333,129.3333333,158.0,156.33333330000005,468.33333330000005
ADAMTS5,749.0,265.0,351.0,243.0,2440.0,140.0,121.6666667,174.0,168.0
ADAMTS6,125.0,179.0,96.0,112.0,116.3333333,68.33333329999999,128.6666667,-33.6666667,20.3333333
ADAMTS7,185.0,176.0,206.0,102.0,123.0,59.0,167.33333330000005,114.6666667,144.33333330000005
ADAMTS8,90.0,167.0,170.0,48.0,72.66666670000002,60.3333333,56.6666667,72.0,63.3333333
ADAMTS9,484.0,645.0,553.0,570.0,2022.333333,383.6666667,651.6666667000002,428.0,438.0
ADAMTSL2,-244.0,-156.0,-186.0,17.0,-126.6666667,-131.6666667,-240.6666667,-218.6666667,-148.66666669999995
ADAMTSL3,252.0,199.0,415.0,275.0,527.0,392.3333333,227.0,142.66666669999995,422.6666667
ADAMTSL4,245.0,360.0,904.0,367.0,206.3333333,173.0,426.0,183.3333333,542.0
ADAP1,1687.0,2830.0,803.0,890.0,1049.0,859.0,4301.333333,2019.0,1030.666667
ADAP2,794.0,579.0,495.0,271.0,995.3333332999997,797.0,523.0,615.6666667000002,368.6666667
ADAR,14610.0,18177.0,17652.0,15011.0,8340.666667,8294.0,11005.66667,5806.0,19955.66667
ADARB1,567.0,687.0,792.0,500.0,1247.666667,381.6666667,573.6666667000002,468.33333330000005,409.3333333
ADARB2,29.0,125.0,117.0,155.0,64.0,77.0,157.33333330000005,54.0,120.6666667
ADAT1,467.0,312.0,537.0,318.0,467.6666667,674.6666667000002,837.0,964.3333332999997,479.6666667
ADCK2,1524.0,2052.0,2278.0,2136.0,717.3333332999998,625.3333332999998,2383.666667,1068.0,981.0
ADCY1,2325.0,2368.0,737.0,542.0,301.0,874.3333332999997,476.6666667,314.3333333,669.3333332999998
ADCY10,60.0,88.0,83.0,48.0,106.6666667,37.3333333,166.66666669999995,132.0,93.0
ADCY2,548.0,1044.0,3753.0,3899.0,238.3333333,204.6666667,245.0,176.0,1054.0
ADCY3,295.0,352.0,520.0,611.0,482.33333330000005,389.6666667,728.6666667000002,759.0,432.33333330000005
ADCY6,209.0,356.0,435.0,395.0,509.33333330000005,598.0,390.3333333,361.3333333,413.3333333
ADCY7,468.0,142.0,354.0,485.0,1224.333333,371.6666667,1820.333333,1150.333333,210.6666667
ADCY8,35.0,7.0,62.0,99.0,0.3333333,-6.6666667,26.6666667,37.3333333,17.0
ADCY9,1546.0,1610.0,2296.0,1763.0,792.6666667000002,867.0,1285.0,1156.0,1556.0
ADCYAP1,236.0,487.0,356.0,379.0,410.0,192.0,469.33333330000005,289.0,363.0
ADCYAP1R1,18.0,49.0,-33.0,39.0,-40.6666667,34.3333333,3.0,96.6666667,61.6666667
ADD1,2804.0,3281.0,1779.0,1388.0,1507.333333,1138.0,1945.333333,1482.666667,1665.333333
ADD2,582.0,404.0,682.0,471.0,1459.0,520.6666667,344.0,274.6666667,233.0
ADD3,7752.0,4722.0,1273.0,371.0,5456.333333,993.6666667000003,461.0,16953.0,13919.0
ADD3-AS1,61.0,-4.0,-10.0,15.0,59.3333333,30.6666667,19.0,77.33333329999998,55.6666667
ADGB,55.0,60.0,91.0,139.0,35.3333333,21.6666667,101.3333333,35.3333333,86.0
ADH1A,115.0,148.0,224.0,225.0,159.33333330000005,98.0,225.3333333,150.33333330000005,235.3333333
ADH1B,162.0,356.0,173.0,113.0,2995.666667,202.3333333,141.0,199.0,203.3333333
ADH1C,-31.0,-39.0,7.0,41.0,41.6666667,-22.0,-7.6666667,-64.0,-43.6666667
ADH5,4516.0,4632.0,2653.0,4671.0,9255.0,3978.666667,2686.333333,4656.666667,3893.333333
ADH6,229.0,476.0,274.0,285.0,189.6666667,125.0,273.0,199.0,260.3333333
ADH7,137.0,258.0,218.0,200.0,118.3333333,131.3333333,143.66666669999995,181.3333333,167.0
ADI1,6396.0,5877.0,3619.0,4478.0,7039.666667,3210.0,5073.0,8739.666667,5641.666667
ADIPOQ,218.0,155.0,341.0,237.0,152.66666669999995,139.33333330000002,271.0,257.6666667,237.3333333
ADIPOR1,2667.0,3103.0,3608.0,2042.0,1293.333333,2788.333333,1901.333333,1551.666667,2518.0
ADIPOR2,1569.0,1424.0,2468.0,1257.0,908.6666667000003,1545.0,2963.333333,2358.666667,4073.0
ADIRF,3135.0,4169.0,2096.0,500.0,1286.333333,2277.666667,-52.0,-43.6666667,2678.666667
ADK,2012.0,2518.0,2454.0,3887.0,1223.666667,2690.666667,10189.33333,13840.0,3261.666667
ADM,5904.0,5551.0,2428.0,417.0,2558.333333,674.6666667000002,7517.0,8411.333333,1729.3333329999996
ADM2,518.0,444.0,927.0,314.0,279.6666667,325.6666667,259.0,290.3333333,336.6666667
ADNP,2686.0,2150.0,2596.0,3499.0,2403.0,4578.666667,3278.0,5559.666667,5723.666667
ADNP2,1342.0,1259.0,1294.0,2269.0,657.6666667000002,1448.666667,759.3333332999998,1631.0,2426.333333
ADO,3946.0,4279.0,4797.0,5082.0,2373.0,2534.666667,4719.0,3377.333333,2040.666667
ADORA1,339.0,536.0,347.0,436.0,429.0,375.3333333,386.3333333,372.3333333,391.3333333
ADORA2A,692.0,984.0,177.0,252.0,324.3333333,299.3333333,124.6666667,195.3333333,378.3333333
ADORA2B,419.0,484.0,908.0,571.0,776.6666667000002,536.6666667,873.0,1087.333333,375.0
ADORA3,307.0,258.0,225.0,379.0,782.0,710.3333332999998,438.0,304.6666667,258.6666667
ADPGK,2011.0,2823.0,2822.0,2519.0,4251.666667,3238.333333,2300.0,1997.666667,2408.0
ADPRH,138.0,324.0,463.0,391.0,322.3333333,290.0,230.0,268.6666667,274.0
ADPRM,-3.0,-45.0,23.0,7.0,72.66666670000002,37.6666667,-25.0,120.3333333,12.0
ADRA1A,60.0,109.0,90.0,147.0,102.0,66.33333329999999,118.3333333,127.0,139.0
ADRA1B,158.0,111.0,37.0,108.0,85.33333329999998,-13.3333333,90.6666667,52.0,83.33333329999998
ADRA1D,122.0,188.0,64.0,210.0,83.66666670000002,111.6666667,170.66666669999995,126.0,147.0
ADRA2A,169.0,264.0,248.0,203.0,438.33333330000005,198.3333333,200.0,137.0,279.6666667
ADRA2B,166.0,163.0,225.0,212.0,183.3333333,232.6666667,269.6666667,242.6666667,152.66666669999995
ADRA2C,28.0,-6.0,55.0,9.0,69.0,129.0,6.6666667,13.6666667,49.6666667
ADRB1,-22.0,-22.0,17.0,-28.0,-67.0,-81.0,-28.0,-34.3333333,-12.3333333
