Gene,GSM158635,GSM158636,GSM158637,GSM158638,GSM158639,GSM158640,GSM158641,GSM158642,GSM158643
C5orf22,1983.0,2391.0,844.0,1440.0,1167.333333,3890.0,1887.666667,2236.0,2806.666667
C5orf66,1211.0,1712.0,1840.0,1674.0,749.3333332999998,617.6666667000002,1523.666667,740.0,1230.666667
C6,302.0,368.0,519.0,566.0,267.0,288.6666667,387.6666667,380.3333333,404.0
C6orf120,1412.0,1625.0,1655.0,1651.0,922.6666667000003,585.0,600.6666667000002,751.0,1731.3333329999996
C6orf15,544.0,1117.0,586.0,774.0,713.6666667000002,550.3333332999998,878.0,637.0,539.0
C6orf47,714.0,660.0,1019.0,1165.0,516.3333333,517.6666667,796.6666667000002,506.0,548.0
C6orf62,4484.0,4262.0,3626.0,4638.0,1536.333333,1777.3333329999996,2086.333333,3027.666667,5749.333333
C7,-68.0,-140.0,7.0,19.0,106.6666667,-38.6666667,-42.6666667,-59.3333333,-20.3333333
C7orf25,488.0,482.0,522.0,632.0,230.3333333,372.6666667,493.6666667,443.0,476.6666667
C7orf26,1848.0,3077.0,2673.0,2006.0,616.0,677.0,1811.0,976.6666667000003,882.3333332999997
C7orf69,-80.0,-18.0,-80.0,-20.0,-165.66666669999995,-159.0,-80.66666670000002,-90.0,-70.66666670000002
C8A,210.0,-2.0,284.0,36.0,-18.0,6.6666667,94.0,71.33333329999998,41.0
C8B,56.0,218.0,484.0,223.0,122.6666667,77.33333329999998,312.3333333,172.66666669999995,189.6666667
C8G,-115.0,-130.0,-135.0,-59.0,-120.3333333,-148.33333330000005,-149.33333330000005,-230.0,-135.0
C8orf17,182.0,175.0,308.0,306.0,114.6666667,106.0,179.66666669999995,186.3333333,137.0
C8orf33,705.0,911.0,661.0,634.0,680.0,1538.333333,2372.666667,2250.333333,2028.333333
C8orf44,91.0,175.0,182.0,204.0,76.0,121.0,63.0,90.0,106.6666667
C8orf44-SGK3,-38.0,-80.0,20.0,-28.0,186.6666667,135.33333330000002,-48.6666667,-44.0,90.3333333
C9,19.0,84.0,41.0,28.0,58.6666667,38.0,84.66666670000002,44.6666667,57.6666667
C9orf116,339.0,302.0,197.0,213.0,157.33333330000005,223.3333333,303.0,165.33333330000005,226.0
C9orf16,906.0,1720.0,1511.0,1031.0,1322.0,1595.666667,1706.0,1256.333333,1055.333333
C9orf40,114.0,240.0,269.0,271.0,178.33333330000005,152.0,275.0,343.0,406.6666667
C9orf78,997.0,1093.0,1378.0,1785.0,653.6666667000002,667.3333332999998,1022.333333,1246.666667,1813.666667
CA1,377.0,549.0,587.0,320.0,184.3333333,172.66666669999995,459.0,336.3333333,269.3333333
CA10,-141.0,9.0,-79.0,-59.0,-47.6666667,-63.0,-46.0,-20.0,-21.0
CA11,130.0,159.0,130.0,63.0,780.6666667000002,162.33333330000005,56.3333333,117.0,117.6666667
CA12,48515.0,34504.0,11664.0,15287.0,23618.33333,45973.33333,27581.66667,19850.33333,22813.0
CA14,645.0,660.0,654.0,836.0,404.0,418.3333333,881.6666667000003,459.33333330000005,613.6666667000002
CA2,938.0,605.0,1.0,-7.0,321.3333333,2741.666667,-80.0,259.0,405.6666667
CA3,92.0,69.0,6.0,-48.0,-17.3333333,-22.3333333,31.0,96.0,17.3333333
CA4,290.0,451.0,539.0,562.0,356.0,307.0,456.33333330000005,308.6666667,279.0
CA5A,60.0,103.0,115.0,-11.0,107.3333333,85.66666670000002,147.66666669999995,220.3333333,100.6666667
CA5B,244.0,223.0,1107.0,450.0,189.0,446.33333330000005,233.0,338.0,249.0
CA5BP1,194.0,363.0,240.0,485.0,181.3333333,169.66666669999995,349.0,253.0,236.0
CA6,13.0,96.0,64.0,39.0,32.0,52.3333333,41.3333333,44.3333333,10.3333333
CA7,537.0,737.0,353.0,374.0,454.33333330000005,306.3333333,507.6666667,301.3333333,353.3333333
CA8,363.0,591.0,451.0,367.0,248.6666667,289.0,303.6666667,312.6666667,715.6666667000002
CA9,385.0,365.0,275.0,490.0,768.6666667000002,191.3333333,1632.0,640.0,179.0
CAAP1,1485.0,2227.0,1776.0,3046.0,839.3333332999997,829.0,2726.666667,2844.666667,2126.666667
CAB39,1042.0,1360.0,1933.0,2073.0,2947.666667,2608.333333,2672.666667,3925.0,2595.333333
CAB39L,-247.0,-362.0,-208.0,-307.0,-272.6666667,-16.0,-207.6666667,-217.3333333,-91.6666667
CABIN1,294.0,184.0,242.0,240.0,270.3333333,285.0,278.6666667,289.0,180.3333333
CABP1,-9.0,66.0,-28.0,-40.0,-44.3333333,-22.3333333,45.3333333,-62.0,-47.6666667
CABP2,-9.0,-30.0,-72.0,74.0,-17.0,-16.3333333,34.6666667,-28.6666667,-65.66666670000001
CABP5,193.0,333.0,132.0,155.0,-27.6666667,-20.6666667,58.0,14.0,112.6666667
CABYR,199.0,235.0,269.0,293.0,183.6666667,193.3333333,643.3333332999998,408.3333333,164.0
CACFD1,6661.0,8682.0,9342.0,4597.0,4285.0,3358.333333,4897.333333,3196.666667,3062.0
CACNA1A,1015.0,1580.0,528.0,371.0,385.0,959.6666667000003,3677.333333,2915.333333,419.3333333
CACNA1B,-171.0,-43.0,-25.0,-90.0,-111.6666667,-161.66666669999995,-14.3333333,-66.33333329999999,-39.0
CACNA1C,35.0,-8.0,104.0,74.0,69.66666670000001,-19.3333333,134.66666669999998,1.0,131.0
CACNA1D,147.0,202.0,186.0,161.0,71.66666670000002,147.66666669999995,133.0,86.33333329999998,403.0
CACNA1E,-41.0,62.0,13.0,41.0,-16.3333333,-49.0,28.3333333,-20.3333333,12.6666667
CACNA1F,84.0,127.0,-2.0,191.0,-12.0,151.66666669999995,13.3333333,-24.6666667,59.6666667
CACNA1G,193.0,213.0,81.0,193.0,90.0,323.6666667,155.0,191.3333333,105.0
CACNA1H,253.0,-86.0,-90.0,164.0,270.6666667,258.3333333,178.0,163.33333330000005,230.3333333
CACNA1I,245.0,224.0,196.0,257.0,178.0,518.6666667,330.6666667,196.6666667,221.0
CACNA1S,66.0,55.0,74.0,2.0,25.6666667,20.0,29.0,6.6666667,-12.6666667
CACNA2D1,75.0,85.0,126.0,131.0,90.0,164.66666669999995,35.6666667,83.66666670000002,123.6666667
CACNA2D2,849.0,1228.0,440.0,397.0,182.3333333,801.6666667000002,141.0,118.0,215.3333333
CACNA2D3,96.0,-13.0,-32.0,-76.0,599.0,100.0,-61.0,-2.3333333,-51.6666667
CACNB1,240.0,537.0,351.0,369.0,258.3333333,371.6666667,390.0,343.3333333,432.6666667
CACNB2,361.0,462.0,476.0,463.0,324.6666667,248.3333333,475.6666667,360.3333333,342.0
CACNB3,2895.0,2777.0,2022.0,1449.0,940.3333332999997,1669.666667,1999.666667,1566.333333,1486.666667
CACNB4,122.0,6.0,102.0,109.0,31.0,73.33333329999998,137.66666669999998,78.66666670000002,36.0
CACNG1,171.0,206.0,-76.0,41.0,51.3333333,108.6666667,42.6666667,-3.6666667,8.666666699999999
CACNG2,102.0,48.0,218.0,229.0,215.0,135.66666669999998,225.3333333,170.33333330000005,186.6666667
CACNG3,218.0,280.0,93.0,182.0,150.0,136.66666669999998,151.66666669999995,153.0,144.33333330000005
CACNG4,2495.0,4042.0,3574.0,1672.0,1865.0,1775.6666670000004,2655.666667,1360.666667,890.0
CACNG5,-19.0,16.0,69.0,-98.0,-104.6666667,-108.0,4.6666667,-10.3333333,-26.3333333
CACTIN,576.0,897.0,1074.0,785.0,450.0,834.6666667000002,613.3333332999998,531.6666667,444.33333330000005
CACYBP,8309.0,10226.0,5461.0,10396.0,4009.0,5538.333333,5666.333333,5832.666667,20210.0
CAD,894.0,612.0,1138.0,946.0,772.3333332999998,978.0,219.0,424.6666667,477.6666667
CADM1,725.0,429.0,275.0,216.0,2764.333333,425.0,250.0,202.6666667,1769.3333329999996
CADM3,603.0,663.0,655.0,675.0,885.3333332999997,437.6666667,872.6666667000003,561.6666667000002,530.0
CADM3-AS1,22.0,-35.0,-41.0,-56.0,35.0,-10.3333333,80.0,153.0,37.6666667
CADM4,111.0,108.0,72.0,174.0,67.0,228.3333333,45.3333333,63.6666667,83.33333329999998
CADPS,115.0,68.0,61.0,255.0,164.33333330000005,28.6666667,198.3333333,125.3333333,161.33333330000005
CADPS2,3616.0,3252.0,3484.0,3270.0,3636.0,7735.0,210.3333333,164.33333330000005,6515.0
CALB1,520.0,133.0,164.0,234.0,77.33333329999998,67.33333329999999,196.6666667,103.6666667,118.0
CALB2,1132.0,377.0,333.0,590.0,11576.66667,950.6666667000003,1239.333333,686.0,310.0
CALCA,169.0,340.0,191.0,268.0,112.3333333,113.3333333,137.33333330000002,175.0,224.3333333
CALCB,102.0,120.0,248.0,133.0,72.0,96.0,139.66666669999998,129.0,103.6666667
CALCOCO1,407.0,421.0,614.0,573.0,1360.0,580.6666667000002,562.0,502.0,355.6666667
CALCOCO2,1788.0,1653.0,624.0,1072.0,3159.666667,2853.666667,1002.0,1007.0,2127.666667
CALCR,6.0,176.0,236.0,90.0,89.66666670000002,202.6666667,72.0,172.66666669999995,173.33333330000005
CALCRL,97.0,155.0,202.0,120.0,165.0,114.6666667,314.0,234.0,190.3333333
CALD1,4039.0,224.0,5001.0,2067.0,13680.0,881.0,8440.666667,9314.333333,1590.0
CALHM2,470.0,183.0,194.0,164.0,1041.666667,769.3333332999998,351.0,278.0,732.6666667000002
CALM1,40541.0,36281.0,33837.0,35023.0,39371.0,42932.0,38935.66667,51030.66667,54183.0
CALML3,321.0,429.0,559.0,201.0,213.3333333,187.3333333,260.0,204.6666667,201.3333333
CALML4,73.0,93.0,248.0,151.0,399.0,345.3333333,36.0,47.0,117.0
CALML5,82.0,163.0,256.0,147.0,6.3333333,37.6666667,48.6666667,60.3333333,24.6666667
CALR,5957.0,9375.0,7700.0,5332.0,6992.0,6525.666667,6409.0,2965.666667,4710.666667
CALU,2442.0,1899.0,5294.0,4015.0,3092.333333,2606.666667,5632.0,5475.666667,4000.0
CALY,-19.0,-46.0,65.0,-30.0,54.0,71.66666670000002,6.0,26.6666667,-40.6666667
CAMK1,-42.0,58.0,43.0,3.0,240.6666667,98.6666667,51.0,147.33333330000005,54.3333333
CAMK1D,79.0,78.0,120.0,143.0,107.6666667,115.6666667,175.33333330000005,85.66666670000002,106.0
CAMK1G,407.0,373.0,301.0,273.0,333.6666667,360.6666667,361.6666667,241.3333333,464.33333330000005
CAMK2A,365.0,481.0,468.0,463.0,309.3333333,364.0,611.6666667000002,377.3333333,376.6666667
CAMK2B,1297.0,1873.0,2086.0,1507.0,1521.333333,1048.666667,1822.0,1008.666667,745.0
CAMK2G,462.0,507.0,811.0,459.0,477.6666667,754.6666667000002,1034.666667,1018.333333,463.6666667
CAMK2N1,10147.0,10791.0,3738.0,4331.0,1121.666667,13303.66667,13484.33333,13017.33333,6820.333333
CAMK4,109.0,152.0,418.0,99.0,148.66666669999995,100.0,227.0,192.6666667,149.33333330000005
CAMKK2,1710.0,806.0,2882.0,3016.0,500.33333330000005,648.0,3024.0,1975.333333,1669.666667
CAMKMT,406.0,465.0,321.0,334.0,168.33333330000005,148.33333330000005,211.3333333,290.3333333,506.6666667
CAMKV,433.0,559.0,489.0,364.0,309.6666667,288.3333333,440.6666667,349.3333333,367.6666667
CAMLG,1544.0,1741.0,848.0,1804.0,2705.333333,1212.666667,953.6666667000003,1793.6666670000004,4463.0
CAMP,97.0,177.0,208.0,157.0,20.3333333,563.0,1.0,84.66666670000002,152.0
CAMSAP1,897.0,1321.0,2108.0,1963.0,725.6666667000002,960.6666667000003,2368.666667,3026.0,1806.0
CAMSAP2,1811.0,1520.0,1970.0,2342.0,1644.333333,1127.0,2194.0,2757.333333,6366.666667
CAMTA1,276.0,136.0,255.0,259.0,-26.0,821.6666667000002,-0.3333333,-39.6666667,-50.6666667
CAMTA2,2297.0,3208.0,2866.0,1568.0,1064.0,850.0,2745.0,1034.666667,696.0
CAND1,1835.0,2823.0,1468.0,2244.0,1375.0,3246.0,660.6666667000002,1683.3333329999996,2559.333333
CAND2,1047.0,633.0,872.0,1026.0,2447.0,542.6666667000002,1033.0,783.0,125.6666667
CANT1,8314.0,10538.0,10168.0,6524.0,2260.0,6611.0,4620.666667,2570.333333,3568.0
CANX,24622.0,24864.0,21236.0,22769.0,23618.0,21154.33333,22998.0,29121.66667,31155.0
CAP1,18536.0,17624.0,18260.0,14291.0,14172.0,14589.0,14204.33333,14378.66667,10411.66667
CAP2,2426.0,3110.0,483.0,673.0,1313.0,1389.333333,1411.333333,1946.666667,2641.0
CAPG,1263.0,860.0,565.0,228.0,2485.0,2672.0,712.0,1203.333333,176.0
CAPN1,306.0,169.0,782.0,137.0,549.3333332999998,393.6666667,1094.0,910.0,158.33333330000005
CAPN10,1013.0,1191.0,502.0,1057.0,457.0,282.3333333,1178.666667,372.6666667,452.0
CAPN11,93.0,144.0,125.0,-4.0,78.33333329999998,60.0,44.6666667,14.3333333,21.6666667
CAPN15,434.0,559.0,603.0,587.0,252.0,289.0,529.3333333,460.6666667,340.0
CAPN2,15504.0,10783.0,29758.0,19613.0,19174.66667,9515.0,19301.66667,26248.33333,4594.333333
CAPN3,219.0,605.0,620.0,364.0,475.0,273.0,288.3333333,192.3333333,211.6666667
CAPN5,251.0,139.0,215.0,109.0,182.3333333,167.0,291.3333333,191.3333333,174.66666669999995
CAPN6,233.0,64.0,188.0,214.0,167.0,80.33333329999998,99.0,42.0,207.3333333
CAPN7,805.0,969.0,189.0,526.0,726.0,1578.666667,560.6666667000002,1036.0,1524.0
CAPN9,506.0,324.0,1185.0,792.0,193.6666667,284.3333333,311.3333333,254.0,438.6666667
CAPNS1,3354.0,1503.0,2750.0,1541.0,5185.333333,4398.0,2115.333333,3110.0,2079.666667
CAPRIN1,4241.0,3651.0,3709.0,5315.0,2731.666667,4251.333333,4836.333333,7459.666667,5980.666667
CAPRIN2,593.0,401.0,248.0,204.0,1635.0,702.0,720.0,1700.6666670000004,310.3333333
CAPZA1,15175.0,16176.0,11810.0,13590.0,11068.0,12456.33333,13996.33333,11537.66667,8138.666667
CAPZA2,1928.0,1223.0,4773.0,5045.0,3901.333333,3559.666667,8324.333333,10919.33333,6249.0
CAPZB,6128.0,5664.0,3159.0,2322.0,5426.666667,5315.0,3038.666667,2329.0,2179.666667
CARD10,8032.0,12614.0,1378.0,1506.0,1045.333333,883.6666667000003,3859.666667,1908.0,1766.3333329999996
CARD14,210.0,421.0,413.0,420.0,190.3333333,448.6666667,428.33333330000005,286.0,314.6666667
CARD8,641.0,709.0,337.0,573.0,1021.666667,411.6666667,383.0,352.0,662.3333332999998
CARD9,190.0,161.0,275.0,177.0,190.3333333,151.0,157.33333330000005,80.0,116.6666667
CARF,93.0,49.0,88.0,73.0,71.66666670000002,54.6666667,46.3333333,79.33333329999998,112.6666667
CARHSP1,675.0,946.0,1029.0,772.0,692.3333332999998,311.3333333,1090.666667,629.3333332999998,340.3333333
CARM1,842.0,1113.0,959.0,986.0,451.0,319.0,1333.666667,732.0,590.6666667000002
CARS2,1829.0,1570.0,2803.0,3048.0,2754.333333,889.6666667000003,3643.666667,1963.666667,1590.666667
CARTPT,126.0,115.0,107.0,245.0,124.3333333,78.66666670000002,90.6666667,93.3333333,178.0
CASC1,94.0,215.0,64.0,104.0,58.6666667,137.33333330000002,91.0,50.0,119.3333333
CASC3,1151.0,1351.0,1808.0,1184.0,1103.666667,663.6666667000002,1361.0,1384.666667,5804.333333
CASD1,496.0,418.0,603.0,528.0,400.6666667,661.6666667000002,392.0,701.3333332999998,787.3333332999998
CASK,4151.0,4720.0,2426.0,3250.0,1658.0,9188.333333,6806.0,5552.333333,2599.666667
CASKIN2,71.0,116.0,153.0,117.0,176.66666669999995,210.0,89.33333329999998,112.0,61.3333333
CASP1,1241.0,1357.0,1568.0,1200.0,3965.666667,692.6666667000002,1107.666667,737.0,1115.0
CASP10,201.0,487.0,486.0,514.0,336.3333333,360.0,453.33333330000005,387.0,367.0
CASP2,359.0,798.0,349.0,449.0,219.3333333,304.3333333,393.6666667,377.0,345.3333333
CASP3,816.0,303.0,329.0,374.0,671.3333332999998,887.6666667000003,330.6666667,559.6666667000002,879.6666667000003
CASP4,433.0,345.0,980.0,264.0,1125.333333,204.6666667,935.6666667000003,617.0,156.0
CASP5,62.0,61.0,165.0,-3.0,93.0,-6.3333333,100.0,77.0,22.3333333
CASP6,2464.0,3865.0,1325.0,2467.0,711.6666667000002,697.6666667000002,995.6666667000003,1418.333333,1166.666667
CASP7,1244.0,1050.0,676.0,575.0,849.3333332999997,1382.0,633.6666667000002,673.6666667000002,1054.333333
CASP8,2561.0,2499.0,1034.0,2093.0,1458.0,607.3333332999998,2132.666667,1949.666667,1488.0
CASP8AP2,292.0,227.0,79.0,484.0,429.0,1110.0,161.33333330000005,517.3333333,929.3333332999997
CASP9,853.0,1220.0,1253.0,1087.0,692.3333332999998,829.0,1104.0,670.0,626.6666667000002
CASQ1,160.0,133.0,229.0,161.0,187.6666667,285.3333333,200.6666667,218.6666667,231.0
CASQ2,251.0,489.0,221.0,327.0,260.3333333,244.0,374.0,323.6666667,348.0
CASR,307.0,255.0,315.0,376.0,271.0,232.6666667,288.0,388.0,283.0
CASS4,53.0,3.0,49.0,94.0,1.6666667000000002,-26.6666667,78.66666670000002,53.3333333,49.6666667
CAST,7383.0,7836.0,14027.0,8455.0,6259.666667,3101.666667,4793.333333,5745.333333,3789.666667
CASZ1,963.0,1117.0,1088.0,1754.0,871.6666667000003,815.6666667000002,1054.333333,497.33333330000005,766.3333332999998
CAT,4859.0,3550.0,5791.0,5108.0,8367.666667,4181.666667,2831.0,3028.666667,3794.0
CATR1,-3.0,68.0,59.0,81.0,-19.6666667,-20.3333333,45.6666667,45.3333333,75.33333329999998
CATSPER2,35.0,4.0,86.0,133.0,228.3333333,360.0,13.6666667,60.0,205.0
CATSPERB,195.0,317.0,1225.0,1119.0,75.33333329999998,93.3333333,134.66666669999998,45.0,173.0
CATSPERG,195.0,161.0,17.0,234.0,66.66666670000001,61.0,155.66666669999995,113.3333333,71.33333329999998
CAV1,2720.0,58.0,25.0,167.0,6699.666667,171.0,23674.33333,22191.0,35.6666667
CAV2,591.0,252.0,1941.0,685.0,1847.0,111.6666667,17812.0,13307.0,192.3333333
CAV3,527.0,554.0,723.0,523.0,744.6666667000002,500.0,581.3333332999998,560.6666667000002,258.0
CBFA2T2,702.0,755.0,1038.0,501.0,465.6666667,624.6666667000002,508.6666667,515.6666667,794.3333332999998
CBFA2T3,336.0,383.0,182.0,260.0,573.6666667000002,502.33333330000005,196.0,118.3333333,144.66666669999995
CBFB,3826.0,2686.0,2975.0,3453.0,6448.666667,11473.33333,9176.0,8595.333333,5673.333333
CBL,142.0,285.0,353.0,450.0,205.6666667,248.0,370.6666667,413.6666667,345.6666667
CBLB,743.0,653.0,1164.0,794.0,2058.666667,2116.333333,644.3333332999998,647.6666667000002,676.0
CBLC,77.0,-2.0,98.0,-142.0,-20.0,182.6666667,40.0,111.6666667,21.3333333
CBLL1,176.0,80.0,187.0,381.0,82.0,223.0,522.0,803.0,232.0
CBLN1,109.0,-64.0,281.0,96.0,42.3333333,19.3333333,170.66666669999995,116.3333333,135.33333330000002
CBR1,39.0,113.0,31.0,-31.0,113.3333333,132.3333333,-0.3333333,126.3333333,2.6666667
CBR3,987.0,731.0,1158.0,483.0,676.6666667000002,1104.0,802.0,516.3333333,501.6666667
CBR4,482.0,780.0,453.0,556.0,542.3333332999998,641.3333332999998,340.6666667,406.3333333,894.0
CBS,35.0,4.0,75.0,150.0,181.0,188.3333333,144.33333330000005,213.0,115.3333333
CBWD1,1090.0,1558.0,1737.0,2838.0,550.3333332999998,1442.333333,903.6666667000003,1186.333333,1640.666667
CBX1,4874.0,4753.0,3145.0,5246.0,3168.333333,3872.0,3962.666667,5166.333333,4089.666667
CBX2,-229.0,-125.0,-333.0,-255.0,-122.0,-163.33333330000005,-243.6666667,-267.6666667,-199.6666667
CBX3,18182.0,17387.0,15877.0,23643.0,8792.0,15155.0,23150.0,18594.0,26790.66667
CBX4,106.0,82.0,85.0,85.0,81.0,78.66666670000002,119.3333333,16.3333333,78.33333329999998
CBX5,1296.0,1101.0,1097.0,916.0,1018.666667,822.6666667000002,1324.333333,1139.666667,716.3333332999998
CBX6,2079.0,1593.0,1519.0,1663.0,3928.0,1551.0,527.3333333,659.3333332999998,756.6666667000002
CBX7,27.0,28.0,-78.0,-38.0,422.33333330000005,125.6666667,-2.3333333,-66.33333329999999,-51.0
CBX8,-155.0,-174.0,-62.0,125.0,-47.0,-8.0,-123.3333333,-77.0,10.0
CBY1,2600.0,3103.0,3274.0,1667.0,1688.0,1433.666667,1749.3333329999996,1240.333333,1524.333333
CC2D1A,190.0,228.0,246.0,261.0,179.0,238.0,181.0,216.3333333,231.6666667
CCAR2,-58.0,-1.0,-104.0,-82.0,-66.66666670000001,-58.3333333,-76.66666670000002,-77.0,-95.6666667
CCDC102B,6.0,-37.0,-12.0,9.0,-28.3333333,-22.6666667,-46.6666667,-35.3333333,-21.0
CCDC106,63.0,-37.0,53.0,49.0,1.3333333,149.33333330000005,-109.3333333,-44.0,-60.3333333
CCDC121,97.0,173.0,162.0,129.0,83.66666670000002,142.66666669999995,116.3333333,159.66666669999995,175.0
CCDC130,1256.0,1985.0,504.0,900.0,640.0,889.0,1348.333333,515.0,294.0
CCDC134,-186.0,-101.0,-8.0,-46.0,75.66666670000002,48.3333333,-132.0,66.0,-76.0
CCDC144A,-66.0,0.0,15.0,38.0,-24.6666667,-36.3333333,-18.3333333,-9.6666667,-37.6666667
CCDC15,171.0,85.0,284.0,214.0,144.66666669999995,147.33333330000005,233.6666667,144.66666669999995,109.3333333
CCDC169-SOHLH2,91.0,61.0,81.0,22.0,80.0,42.6666667,61.0,72.66666670000002,98.3333333
CCDC170,65.0,-95.0,-62.0,-60.0,15.0,233.6666667,-66.0,-81.33333329999998,108.6666667
CCDC177,199.0,309.0,436.0,275.0,186.3333333,221.6666667,294.0,215.6666667,284.0
CCDC181,155.0,161.0,79.0,161.0,38.6666667,76.66666670000002,109.0,113.3333333,75.33333329999998
CCDC186,213.0,316.0,302.0,183.0,123.6666667,152.66666669999995,312.6666667,319.6666667,225.0
CCDC22,294.0,324.0,403.0,252.0,187.0,155.66666669999995,211.0,225.0,214.6666667
CCDC25,1143.0,1926.0,1228.0,1104.0,1016.0,524.6666667,1829.0,606.0,567.3333332999998
CCDC28A,1660.0,1461.0,1598.0,1072.0,2715.0,3181.666667,2817.0,2367.0,1244.333333
CCDC28B,53.0,9.0,-38.0,9.0,15.3333333,38.0,64.66666670000001,-22.3333333,20.3333333
CCDC30,50.0,111.0,186.0,172.0,139.0,228.6666667,131.3333333,173.0,89.0
CCDC33,225.0,209.0,202.0,255.0,127.0,143.66666669999995,230.3333333,192.0,222.3333333
CCDC40,205.0,301.0,263.0,302.0,159.0,165.0,264.6666667,181.3333333,234.6666667
CCDC47,1326.0,1593.0,2057.0,2334.0,1701.0,2097.0,1555.333333,1957.333333,3226.666667
CCDC51,1020.0,1474.0,2696.0,1990.0,2596.666667,1009.666667,1664.0,1332.0,1749.3333329999996
CCDC57,68.0,-47.0,55.0,-4.0,19.3333333,89.0,6.0,7.6666667,5.0
CCDC59,1726.0,1948.0,1351.0,2566.0,725.3333332999998,1685.0,1830.333333,1874.333333,2249.0
CCDC6,900.0,1066.0,1679.0,1752.0,579.6666667000002,514.0,1864.333333,1720.3333329999996,887.0
CCDC68,141.0,128.0,213.0,139.0,214.3333333,90.0,167.66666669999995,762.3333332999998,174.66666669999995
CCDC69,109.0,-2.0,67.0,25.0,308.6666667,76.0,-21.0,-50.3333333,-17.6666667
CCDC7,302.0,578.0,561.0,512.0,386.0,372.0,606.6666667000002,352.6666667,422.6666667
CCDC70,723.0,943.0,927.0,679.0,589.6666667000002,517.6666667,835.3333332999998,466.0,531.3333333
CCDC71,168.0,202.0,207.0,174.0,207.3333333,256.6666667,132.3333333,208.6666667,243.6666667
CCDC81,97.0,93.0,54.0,-25.0,235.0,18.6666667,-2.3333333,-31.6666667,-5.6666667
CCDC82,52.0,118.0,152.0,207.0,106.0,71.33333329999998,123.3333333,111.0,128.0
CCDC85B,248.0,249.0,225.0,326.0,189.0,141.66666669999995,206.0,193.6666667,254.6666667
CCDC85C,256.0,204.0,151.0,216.0,204.3333333,188.0,331.0,265.3333333,172.66666669999995
CCDC86,968.0,895.0,2027.0,2536.0,922.3333332999997,654.0,2478.666667,1409.666667,1275.333333
CCDC87,77.0,249.0,173.0,182.0,114.6666667,58.0,108.3333333,111.6666667,130.6666667
CCDC88A,31.0,0.0,41.0,56.0,96.6666667,8.666666699999999,35.0,74.0,33.3333333
CCDC88C,46.0,82.0,279.0,441.0,107.0,188.0,236.6666667,184.6666667,101.0
CCDC9,751.0,897.0,1107.0,657.0,620.3333332999998,565.6666667000002,838.6666667000002,625.0,666.3333332999998
CCDC90B,2775.0,3392.0,4425.0,5213.0,5025.333333,2979.0,5197.0,6342.0,2948.333333
CCDC91,1058.0,901.0,980.0,1696.0,994.0,2128.0,701.0,1598.666667,1856.0
CCDC92,1725.0,1614.0,2842.0,2025.0,5186.666667,4254.0,2245.666667,1049.666667,951.6666667000003
CCDC93,498.0,592.0,477.0,492.0,599.0,460.6666667,937.6666667000003,911.3333332999997,410.0
CCHCR1,820.0,1081.0,883.0,1171.0,456.33333330000005,445.6666667,1266.666667,522.0,597.6666667000002
CCIN,109.0,124.0,266.0,154.0,138.0,203.0,59.3333333,193.3333333,188.6666667
CCK,173.0,204.0,438.0,205.0,234.6666667,179.0,190.6666667,120.6666667,113.6666667
CCKAR,18.0,98.0,143.0,200.0,26.6666667,7.6666667,69.33333329999999,93.6666667,23.6666667
CCKBR,231.0,263.0,264.0,252.0,136.33333330000002,174.66666669999995,227.3333333,212.3333333,234.0
CCL1,-295.0,-194.0,-269.0,-348.0,-367.6666667,-278.0,-154.33333330000005,-317.0,-239.3333333
CCL11,52.0,262.0,25.0,184.0,23.3333333,72.0,147.33333330000005,161.66666669999995,118.6666667
CCL13,101.0,360.0,225.0,194.0,190.6666667,232.6666667,207.6666667,166.0,166.33333330000005
CCL14,50.0,123.0,148.0,336.0,136.66666669999998,138.33333330000002,196.3333333,108.6666667,205.0
CCL15,35.0,97.0,118.0,-18.0,12.0,25.0,-10.3333333,-5.0,252.3333333
CCL16,16.0,48.0,69.0,-30.0,2.0,76.0,94.3333333,52.0,129.0
CCL17,77.0,62.0,38.0,136.0,131.0,29.0,22.6666667,43.6666667,77.0
CCL18,585.0,85.0,120.0,194.0,395.6666667,487.0,87.66666670000002,99.3333333,130.6666667
CCL19,130.0,102.0,123.0,168.0,1548.333333,-0.3333333,127.6666667,50.6666667,53.3333333
CCL2,43.0,62.0,-40.0,106.0,147.66666669999995,138.66666669999998,-19.3333333,-82.0,13.6666667
CCL20,158.0,171.0,158.0,85.0,53.6666667,76.66666670000002,179.66666669999995,4893.0,2266.0
CCL21,-8.0,180.0,98.0,92.0,43.3333333,39.3333333,86.0,86.0,14.0
CCL22,1099.0,1337.0,3461.0,1350.0,1343.666667,249.6666667,333.6666667,216.0,137.33333330000002
CCL23,125.0,133.0,46.0,41.0,88.33333329999998,95.0,54.3333333,42.3333333,39.0
CCL24,22.0,66.0,33.0,31.0,38.0,63.3333333,10.3333333,4.3333333,28.0
CCL25,24.0,76.0,232.0,10.0,91.3333333,59.0,26.0,37.3333333,65.0
CCL27,107.0,59.0,49.0,143.0,81.66666670000002,73.66666670000002,45.6666667,17.6666667,88.0
CCL3,1890.0,357.0,196.0,282.0,3268.0,3022.333333,117.3333333,42.3333333,145.33333330000005
CCL4,718.0,329.0,225.0,138.0,2092.0,1304.666667,37.6666667,81.0,178.0
